date,year,month,day,weekday,hour,is_weekend
2023-03-25,2023,3,25,5,0,True
2023-03-25,2023,3,25,5,1,True
2023-03-25,2023,3,25,5,2,True
2023-03-25,2023,3,25,5,3,True
2023-03-25,2023,3,25,5,4,True
2023-03-25,2023,3,25,5,5,True
2023-03-25,2023,3,25,5,6,True
2023-03-25,2023,3,25,5,7,True
2023-03-25,2023,3,25,5,8,True
2023-03-25,2023,3,25,5,9,True
2023-03-25,2023,3,25,5,10,True
2023-03-25,2023,3,25,5,11,True
2023-03-25,2023,3,25,5,12,True
2023-03-25,2023,3,25,5,13,True
2023-03-25,2023,3,25,5,14,True
2023-03-25,2023,3,25,5,15,True
2023-03-25,2023,3,25,5,16,True
2023-03-25,2023,3,25,5,17,True
2023-03-25,2023,3,25,5,18,True
2023-03-25,2023,3,25,5,19,True
2023-03-25,2023,3,25,5,20,True
2023-03-25,2023,3,25,5,21,True
2023-03-25,2023,3,25,5,22,True
2023-03-25,2023,3,25,5,23,True
2023-03-26,2023,3,26,6,0,True
2023-03-26,2023,3,26,6,1,True
2023-03-26,2023,3,26,6,2,True
2023-03-26,2023,3,26,6,3,True
2023-03-26,2023,3,26,6,4,True
2023-03-26,2023,3,26,6,5,True
2023-03-26,2023,3,26,6,6,True
2023-03-26,2023,3,26,6,7,True
2023-03-26,2023,3,26,6,8,True
2023-03-26,2023,3,26,6,9,True
2023-03-26,2023,3,26,6,10,True
2023-03-26,2023,3,26,6,11,True
2023-03-26,2023,3,26,6,12,True
2023-03-26,2023,3,26,6,13,True
2023-03-26,2023,3,26,6,14,True
2023-03-26,2023,3,26,6,15,True
2023-03-26,2023,3,26,6,16,True
2023-03-26,2023,3,26,6,17,True
2023-03-26,2023,3,26,6,18,True
2023-03-26,2023,3,26,6,19,True
2023-03-26,2023,3,26,6,20,True
2023-03-26,2023,3,26,6,21,True
2023-03-26,2023,3,26,6,22,True
2023-03-26,2023,3,26,6,23,True
2023-03-27,2023,3,27,0,0,False
2023-03-27,2023,3,27,0,1,False
2023-03-27,2023,3,27,0,2,False
2023-03-27,2023,3,27,0,3,False
2023-03-27,2023,3,27,0,4,False
2023-03-27,2023,3,27,0,5,False
2023-03-27,2023,3,27,0,6,False
2023-03-27,2023,3,27,0,7,False
2023-03-27,2023,3,27,0,8,False
2023-03-27,2023,3,27,0,9,False
2023-03-27,2023,3,27,0,10,False
2023-03-27,2023,3,27,0,11,False
2023-03-27,2023,3,27,0,12,False
2023-03-27,2023,3,27,0,13,False
2023-03-27,2023,3,27,0,14,False
2023-03-27,2023,3,27,0,15,False
2023-03-27,2023,3,27,0,16,False
2023-03-27,2023,3,27,0,17,False
2023-03-27,2023,3,27,0,18,False
2023-03-27,2023,3,27,0,19,False
2023-03-27,2023,3,27,0,20,False
2023-03-27,2023,3,27,0,21,False
2023-03-27,2023,3,27,0,22,False
2023-03-27,2023,3,27,0,23,False
2023-03-28,2023,3,28,1,0,False
2023-03-28,2023,3,28,1,1,False
2023-03-28,2023,3,28,1,2,False
2023-03-28,2023,3,28,1,3,False
2023-03-28,2023,3,28,1,4,False
2023-03-28,2023,3,28,1,5,False
2023-03-28,2023,3,28,1,6,False
2023-03-28,2023,3,28,1,7,False
2023-03-28,2023,3,28,1,8,False
2023-03-28,2023,3,28,1,9,False
2023-03-28,2023,3,28,1,10,False
2023-03-28,2023,3,28,1,11,False
2023-03-28,2023,3,28,1,12,False
2023-03-28,2023,3,28,1,13,False
2023-03-28,2023,3,28,1,14,False
2023-03-28,2023,3,28,1,15,False
2023-03-28,2023,3,28,1,16,False
2023-03-28,2023,3,28,1,17,False
2023-03-28,2023,3,28,1,18,False
2023-03-28,2023,3,28,1,19,False
2023-03-28,2023,3,28,1,20,False
2023-03-28,2023,3,28,1,21,False
2023-03-28,2023,3,28,1,22,False
2023-03-28,2023,3,28,1,23,False
2023-03-29,2023,3,29,2,0,False
2023-03-29,2023,3,29,2,1,False
2023-03-29,2023,3,29,2,2,False
2023-03-29,2023,3,29,2,3,False
2023-03-29,2023,3,29,2,4,False
2023-03-29,2023,3,29,2,5,False
2023-03-29,2023,3,29,2,6,False
2023-03-29,2023,3,29,2,7,False
2023-03-29,2023,3,29,2,8,False
2023-03-29,2023,3,29,2,9,False
2023-03-29,2023,3,29,2,10,False
2023-03-29,2023,3,29,2,11,False
2023-03-29,2023,3,29,2,12,False
2023-03-29,2023,3,29,2,13,False
2023-03-29,2023,3,29,2,14,False
2023-03-29,2023,3,29,2,15,False
2023-03-29,2023,3,29,2,16,False
2023-03-29,2023,3,29,2,17,False
2023-03-29,2023,3,29,2,18,False
2023-03-29,2023,3,29,2,19,False
2023-03-29,2023,3,29,2,20,False
2023-03-29,2023,3,29,2,21,False
2023-03-29,2023,3,29,2,22,False
2023-03-29,2023,3,29,2,23,False
2023-03-30,2023,3,30,3,0,False
2023-03-30,2023,3,30,3,1,False
2023-03-30,2023,3,30,3,2,False
2023-03-30,2023,3,30,3,3,False
2023-03-30,2023,3,30,3,4,False
2023-03-30,2023,3,30,3,5,False
2023-03-30,2023,3,30,3,6,False
2023-03-30,2023,3,30,3,7,False
2023-03-30,2023,3,30,3,8,False
2023-03-30,2023,3,30,3,9,False
2023-03-30,2023,3,30,3,10,False
2023-03-30,2023,3,30,3,11,False
2023-03-30,2023,3,30,3,12,False
2023-03-30,2023,3,30,3,13,False
2023-03-30,2023,3,30,3,14,False
2023-03-30,2023,3,30,3,15,False
2023-03-30,2023,3,30,3,16,False
2023-03-30,2023,3,30,3,17,False
2023-03-30,2023,3,30,3,18,False
2023-03-30,2023,3,30,3,19,False
2023-03-30,2023,3,30,3,20,False
2023-03-30,2023,3,30,3,21,False
2023-03-30,2023,3,30,3,22,False
2023-03-30,2023,3,30,3,23,False
2023-03-31,2023,3,31,4,0,False
2023-03-31,2023,3,31,4,1,False
2023-03-31,2023,3,31,4,2,False
2023-03-31,2023,3,31,4,3,False
2023-03-31,2023,3,31,4,4,False
2023-03-31,2023,3,31,4,5,False
2023-03-31,2023,3,31,4,6,False
2023-03-31,2023,3,31,4,7,False
2023-03-31,2023,3,31,4,8,False
2023-03-31,2023,3,31,4,9,False
2023-03-31,2023,3,31,4,10,False
2023-03-31,2023,3,31,4,11,False
2023-03-31,2023,3,31,4,12,False
2023-03-31,2023,3,31,4,13,False
2023-03-31,2023,3,31,4,14,False
2023-03-31,2023,3,31,4,15,False
2023-03-31,2023,3,31,4,16,False
2023-03-31,2023,3,31,4,17,False
2023-03-31,2023,3,31,4,18,False
2023-03-31,2023,3,31,4,19,False
2023-03-31,2023,3,31,4,20,False
2023-03-31,2023,3,31,4,21,False
2023-03-31,2023,3,31,4,22,False
2023-03-31,2023,3,31,4,23,False
2023-04-01,2023,4,1,5,0,True
2023-04-01,2023,4,1,5,1,True
2023-04-01,2023,4,1,5,2,True
2023-04-01,2023,4,1,5,3,True
2023-04-01,2023,4,1,5,4,True
2023-04-01,2023,4,1,5,5,True
2023-04-01,2023,4,1,5,6,True
2023-04-01,2023,4,1,5,7,True
2023-04-01,2023,4,1,5,8,True
2023-04-01,2023,4,1,5,9,True
2023-04-01,2023,4,1,5,10,True
2023-04-01,2023,4,1,5,11,True
2023-04-01,2023,4,1,5,12,True
2023-04-01,2023,4,1,5,13,True
2023-04-01,2023,4,1,5,14,True
2023-04-01,2023,4,1,5,15,True
2023-04-01,2023,4,1,5,16,True
2023-04-01,2023,4,1,5,17,True
2023-04-01,2023,4,1,5,18,True
2023-04-01,2023,4,1,5,19,True
2023-04-01,2023,4,1,5,20,True
2023-04-01,2023,4,1,5,21,True
2023-04-01,2023,4,1,5,22,True
2023-04-01,2023,4,1,5,23,True
2023-04-02,2023,4,2,6,0,True
2023-04-02,2023,4,2,6,1,True
2023-04-02,2023,4,2,6,2,True
2023-04-02,2023,4,2,6,3,True
2023-04-02,2023,4,2,6,4,True
2023-04-02,2023,4,2,6,5,True
2023-04-02,2023,4,2,6,6,True
2023-04-02,2023,4,2,6,7,True
2023-04-02,2023,4,2,6,8,True
2023-04-02,2023,4,2,6,9,True
2023-04-02,2023,4,2,6,10,True
2023-04-02,2023,4,2,6,11,True
2023-04-02,2023,4,2,6,12,True
2023-04-02,2023,4,2,6,13,True
2023-04-02,2023,4,2,6,14,True
2023-04-02,2023,4,2,6,15,True
2023-04-02,2023,4,2,6,16,True
2023-04-02,2023,4,2,6,17,True
2023-04-02,2023,4,2,6,18,True
2023-04-02,2023,4,2,6,19,True
2023-04-02,2023,4,2,6,20,True
2023-04-02,2023,4,2,6,21,True
2023-04-02,2023,4,2,6,22,True
2023-04-02,2023,4,2,6,23,True
2023-04-03,2023,4,3,0,0,False
2023-04-03,2023,4,3,0,1,False
2023-04-03,2023,4,3,0,2,False
2023-04-03,2023,4,3,0,3,False
2023-04-03,2023,4,3,0,4,False
2023-04-03,2023,4,3,0,5,False
2023-04-03,2023,4,3,0,6,False
2023-04-03,2023,4,3,0,7,False
2023-04-03,2023,4,3,0,8,False
2023-04-03,2023,4,3,0,9,False
2023-04-03,2023,4,3,0,10,False
2023-04-03,2023,4,3,0,11,False
2023-04-03,2023,4,3,0,12,False
2023-04-03,2023,4,3,0,13,False
2023-04-03,2023,4,3,0,14,False
2023-04-03,2023,4,3,0,15,False
2023-04-03,2023,4,3,0,16,False
2023-04-03,2023,4,3,0,17,False
2023-04-03,2023,4,3,0,18,False
2023-04-03,2023,4,3,0,19,False
2023-04-03,2023,4,3,0,20,False
2023-04-03,2023,4,3,0,21,False
2023-04-03,2023,4,3,0,22,False
2023-04-03,2023,4,3,0,23,False
2023-04-04,2023,4,4,1,0,False
2023-04-04,2023,4,4,1,1,False
2023-04-04,2023,4,4,1,2,False
2023-04-04,2023,4,4,1,3,False
2023-04-04,2023,4,4,1,4,False
2023-04-04,2023,4,4,1,5,False
2023-04-04,2023,4,4,1,6,False
2023-04-04,2023,4,4,1,7,False
2023-04-04,2023,4,4,1,8,False
2023-04-04,2023,4,4,1,9,False
2023-04-04,2023,4,4,1,10,False
2023-04-04,2023,4,4,1,11,False
2023-04-04,2023,4,4,1,12,False
2023-04-04,2023,4,4,1,13,False
2023-04-04,2023,4,4,1,14,False
2023-04-04,2023,4,4,1,15,False
2023-04-04,2023,4,4,1,16,False
2023-04-04,2023,4,4,1,17,False
2023-04-04,2023,4,4,1,18,False
2023-04-04,2023,4,4,1,19,False
2023-04-04,2023,4,4,1,20,False
2023-04-04,2023,4,4,1,21,False
2023-04-04,2023,4,4,1,22,False
2023-04-04,2023,4,4,1,23,False
2023-04-05,2023,4,5,2,0,False
2023-04-05,2023,4,5,2,1,False
2023-04-05,2023,4,5,2,2,False
2023-04-05,2023,4,5,2,3,False
2023-04-05,2023,4,5,2,4,False
2023-04-05,2023,4,5,2,5,False
2023-04-05,2023,4,5,2,6,False
2023-04-05,2023,4,5,2,7,False
2023-04-05,2023,4,5,2,8,False
2023-04-05,2023,4,5,2,9,False
2023-04-05,2023,4,5,2,10,False
2023-04-05,2023,4,5,2,11,False
2023-04-05,2023,4,5,2,12,False
2023-04-05,2023,4,5,2,13,False
2023-04-05,2023,4,5,2,14,False
2023-04-05,2023,4,5,2,15,False
2023-04-05,2023,4,5,2,16,False
2023-04-05,2023,4,5,2,17,False
2023-04-05,2023,4,5,2,18,False
2023-04-05,2023,4,5,2,19,False
2023-04-05,2023,4,5,2,20,False
2023-04-05,2023,4,5,2,21,False
2023-04-05,2023,4,5,2,22,False
2023-04-05,2023,4,5,2,23,False
2023-04-06,2023,4,6,3,0,False
2023-04-06,2023,4,6,3,1,False
2023-04-06,2023,4,6,3,2,False
2023-04-06,2023,4,6,3,3,False
2023-04-06,2023,4,6,3,4,False
2023-04-06,2023,4,6,3,5,False
2023-04-06,2023,4,6,3,6,False
2023-04-06,2023,4,6,3,7,False
2023-04-06,2023,4,6,3,8,False
2023-04-06,2023,4,6,3,9,False
2023-04-06,2023,4,6,3,10,False
2023-04-06,2023,4,6,3,11,False
2023-04-06,2023,4,6,3,12,False
2023-04-06,2023,4,6,3,13,False
2023-04-06,2023,4,6,3,14,False
2023-04-06,2023,4,6,3,15,False
2023-04-06,2023,4,6,3,16,False
2023-04-06,2023,4,6,3,17,False
2023-04-06,2023,4,6,3,18,False
2023-04-06,2023,4,6,3,19,False
2023-04-06,2023,4,6,3,20,False
2023-04-06,2023,4,6,3,21,False
2023-04-06,2023,4,6,3,22,False
2023-04-06,2023,4,6,3,23,False
2023-04-07,2023,4,7,4,0,False
2023-04-07,2023,4,7,4,1,False
2023-04-07,2023,4,7,4,2,False
2023-04-07,2023,4,7,4,3,False
2023-04-07,2023,4,7,4,4,False
2023-04-07,2023,4,7,4,5,False
2023-04-07,2023,4,7,4,6,False
2023-04-07,2023,4,7,4,7,False
2023-04-07,2023,4,7,4,8,False
2023-04-07,2023,4,7,4,9,False
2023-04-07,2023,4,7,4,10,False
2023-04-07,2023,4,7,4,11,False
2023-04-07,2023,4,7,4,12,False
2023-04-07,2023,4,7,4,13,False
2023-04-07,2023,4,7,4,14,False
2023-04-07,2023,4,7,4,15,False
2023-04-07,2023,4,7,4,16,False
2023-04-07,2023,4,7,4,17,False
2023-04-07,2023,4,7,4,18,False
2023-04-07,2023,4,7,4,19,False
2023-04-07,2023,4,7,4,20,False
2023-04-07,2023,4,7,4,21,False
2023-04-07,2023,4,7,4,22,False
2023-04-07,2023,4,7,4,23,False
2023-04-08,2023,4,8,5,0,True
2023-04-08,2023,4,8,5,1,True
2023-04-08,2023,4,8,5,2,True
2023-04-08,2023,4,8,5,3,True
2023-04-08,2023,4,8,5,4,True
2023-04-08,2023,4,8,5,5,True
2023-04-08,2023,4,8,5,6,True
2023-04-08,2023,4,8,5,7,True
2023-04-08,2023,4,8,5,8,True
2023-04-08,2023,4,8,5,9,True
2023-04-08,2023,4,8,5,10,True
2023-04-08,2023,4,8,5,11,True
2023-04-08,2023,4,8,5,12,True
2023-04-08,2023,4,8,5,13,True
2023-04-08,2023,4,8,5,14,True
2023-04-08,2023,4,8,5,15,True
2023-04-08,2023,4,8,5,16,True
2023-04-08,2023,4,8,5,17,True
2023-04-08,2023,4,8,5,18,True
2023-04-08,2023,4,8,5,19,True
2023-04-08,2023,4,8,5,20,True
2023-04-08,2023,4,8,5,21,True
2023-04-08,2023,4,8,5,22,True
2023-04-08,2023,4,8,5,23,True
2023-04-09,2023,4,9,6,0,True
2023-04-09,2023,4,9,6,1,True
2023-04-09,2023,4,9,6,2,True
2023-04-09,2023,4,9,6,3,True
2023-04-09,2023,4,9,6,4,True
2023-04-09,2023,4,9,6,5,True
2023-04-09,2023,4,9,6,6,True
2023-04-09,2023,4,9,6,7,True
2023-04-09,2023,4,9,6,8,True
2023-04-09,2023,4,9,6,9,True
2023-04-09,2023,4,9,6,10,True
2023-04-09,2023,4,9,6,11,True
2023-04-09,2023,4,9,6,12,True
2023-04-09,2023,4,9,6,13,True
2023-04-09,2023,4,9,6,14,True
2023-04-09,2023,4,9,6,15,True
2023-04-09,2023,4,9,6,16,True
2023-04-09,2023,4,9,6,17,True
2023-04-09,2023,4,9,6,18,True
2023-04-09,2023,4,9,6,19,True
2023-04-09,2023,4,9,6,20,True
2023-04-09,2023,4,9,6,21,True
2023-04-09,2023,4,9,6,22,True
2023-04-09,2023,4,9,6,23,True
2023-04-10,2023,4,10,0,0,False
2023-04-10,2023,4,10,0,1,False
2023-04-10,2023,4,10,0,2,False
2023-04-10,2023,4,10,0,3,False
2023-04-10,2023,4,10,0,4,False
2023-04-10,2023,4,10,0,5,False
2023-04-10,2023,4,10,0,6,False
2023-04-10,2023,4,10,0,7,False
2023-04-10,2023,4,10,0,8,False
2023-04-10,2023,4,10,0,9,False
2023-04-10,2023,4,10,0,10,False
2023-04-10,2023,4,10,0,11,False
2023-04-10,2023,4,10,0,12,False
2023-04-10,2023,4,10,0,13,False
2023-04-10,2023,4,10,0,14,False
2023-04-10,2023,4,10,0,15,False
2023-04-10,2023,4,10,0,16,False
2023-04-10,2023,4,10,0,17,False
2023-04-10,2023,4,10,0,18,False
2023-04-10,2023,4,10,0,19,False
2023-04-10,2023,4,10,0,20,False
2023-04-10,2023,4,10,0,21,False
2023-04-10,2023,4,10,0,22,False
2023-04-10,2023,4,10,0,23,False
2023-04-11,2023,4,11,1,0,False
2023-04-11,2023,4,11,1,1,False
2023-04-11,2023,4,11,1,2,False
2023-04-11,2023,4,11,1,3,False
2023-04-11,2023,4,11,1,4,False
2023-04-11,2023,4,11,1,5,False
2023-04-11,2023,4,11,1,6,False
2023-04-11,2023,4,11,1,7,False
2023-04-11,2023,4,11,1,8,False
2023-04-11,2023,4,11,1,9,False
2023-04-11,2023,4,11,1,10,False
2023-04-11,2023,4,11,1,11,False
2023-04-11,2023,4,11,1,12,False
2023-04-11,2023,4,11,1,13,False
2023-04-11,2023,4,11,1,14,False
2023-04-11,2023,4,11,1,15,False
2023-04-11,2023,4,11,1,16,False
2023-04-11,2023,4,11,1,17,False
2023-04-11,2023,4,11,1,18,False
2023-04-11,2023,4,11,1,19,False
2023-04-11,2023,4,11,1,20,False
2023-04-11,2023,4,11,1,21,False
2023-04-11,2023,4,11,1,22,False
2023-04-11,2023,4,11,1,23,False
2023-04-12,2023,4,12,2,0,False
2023-04-12,2023,4,12,2,1,False
2023-04-12,2023,4,12,2,2,False
2023-04-12,2023,4,12,2,3,False
2023-04-12,2023,4,12,2,4,False
2023-04-12,2023,4,12,2,5,False
2023-04-12,2023,4,12,2,6,False
2023-04-12,2023,4,12,2,7,False
2023-04-12,2023,4,12,2,8,False
2023-04-12,2023,4,12,2,9,False
2023-04-12,2023,4,12,2,10,False
2023-04-12,2023,4,12,2,11,False
2023-04-12,2023,4,12,2,12,False
2023-04-12,2023,4,12,2,13,False
2023-04-12,2023,4,12,2,14,False
2023-04-12,2023,4,12,2,15,False
2023-04-12,2023,4,12,2,16,False
2023-04-12,2023,4,12,2,17,False
2023-04-12,2023,4,12,2,18,False
2023-04-12,2023,4,12,2,19,False
2023-04-12,2023,4,12,2,20,False
2023-04-12,2023,4,12,2,21,False
2023-04-12,2023,4,12,2,22,False
2023-04-12,2023,4,12,2,23,False
2023-04-13,2023,4,13,3,0,False
2023-04-13,2023,4,13,3,1,False
2023-04-13,2023,4,13,3,2,False
2023-04-13,2023,4,13,3,3,False
2023-04-13,2023,4,13,3,4,False
2023-04-13,2023,4,13,3,5,False
2023-04-13,2023,4,13,3,6,False
2023-04-13,2023,4,13,3,7,False
2023-04-13,2023,4,13,3,8,False
2023-04-13,2023,4,13,3,9,False
2023-04-13,2023,4,13,3,10,False
2023-04-13,2023,4,13,3,11,False
2023-04-13,2023,4,13,3,12,False
2023-04-13,2023,4,13,3,13,False
2023-04-13,2023,4,13,3,14,False
2023-04-13,2023,4,13,3,15,False
2023-04-13,2023,4,13,3,16,False
2023-04-13,2023,4,13,3,17,False
2023-04-13,2023,4,13,3,18,False
2023-04-13,2023,4,13,3,19,False
2023-04-13,2023,4,13,3,20,False
2023-04-13,2023,4,13,3,21,False
2023-04-13,2023,4,13,3,22,False
2023-04-13,2023,4,13,3,23,False
2023-04-14,2023,4,14,4,0,False
2023-04-14,2023,4,14,4,1,False
2023-04-14,2023,4,14,4,2,False
2023-04-14,2023,4,14,4,3,False
2023-04-14,2023,4,14,4,4,False
2023-04-14,2023,4,14,4,5,False
2023-04-14,2023,4,14,4,6,False
2023-04-14,2023,4,14,4,7,False
2023-04-14,2023,4,14,4,8,False
2023-04-14,2023,4,14,4,9,False
2023-04-14,2023,4,14,4,10,False
2023-04-14,2023,4,14,4,11,False
2023-04-14,2023,4,14,4,12,False
2023-04-14,2023,4,14,4,13,False
2023-04-14,2023,4,14,4,14,False
2023-04-14,2023,4,14,4,15,False
2023-04-14,2023,4,14,4,16,False
2023-04-14,2023,4,14,4,17,False
2023-04-14,2023,4,14,4,18,False
2023-04-14,2023,4,14,4,19,False
2023-04-14,2023,4,14,4,20,False
2023-04-14,2023,4,14,4,21,False
2023-04-14,2023,4,14,4,22,False
2023-04-14,2023,4,14,4,23,False
2023-04-15,2023,4,15,5,0,True
2023-04-15,2023,4,15,5,1,True
2023-04-15,2023,4,15,5,2,True
2023-04-15,2023,4,15,5,3,True
2023-04-15,2023,4,15,5,4,True
2023-04-15,2023,4,15,5,5,True
2023-04-15,2023,4,15,5,6,True
2023-04-15,2023,4,15,5,7,True
2023-04-15,2023,4,15,5,8,True
2023-04-15,2023,4,15,5,9,True
2023-04-15,2023,4,15,5,10,True
2023-04-15,2023,4,15,5,11,True
2023-04-15,2023,4,15,5,12,True
2023-04-15,2023,4,15,5,13,True
2023-04-15,2023,4,15,5,14,True
2023-04-15,2023,4,15,5,15,True
2023-04-15,2023,4,15,5,16,True
2023-04-15,2023,4,15,5,17,True
2023-04-15,2023,4,15,5,18,True
2023-04-15,2023,4,15,5,19,True
2023-04-15,2023,4,15,5,20,True
2023-04-15,2023,4,15,5,21,True
2023-04-15,2023,4,15,5,22,True
2023-04-15,2023,4,15,5,23,True
2023-04-16,2023,4,16,6,0,True
2023-04-16,2023,4,16,6,1,True
2023-04-16,2023,4,16,6,2,True
2023-04-16,2023,4,16,6,3,True
2023-04-16,2023,4,16,6,4,True
2023-04-16,2023,4,16,6,5,True
2023-04-16,2023,4,16,6,6,True
2023-04-16,2023,4,16,6,7,True
2023-04-16,2023,4,16,6,8,True
2023-04-16,2023,4,16,6,9,True
2023-04-16,2023,4,16,6,10,True
2023-04-16,2023,4,16,6,11,True
2023-04-16,2023,4,16,6,12,True
2023-04-16,2023,4,16,6,13,True
2023-04-16,2023,4,16,6,14,True
2023-04-16,2023,4,16,6,15,True
2023-04-16,2023,4,16,6,16,True
2023-04-16,2023,4,16,6,17,True
2023-04-16,2023,4,16,6,18,True
2023-04-16,2023,4,16,6,19,True
2023-04-16,2023,4,16,6,20,True
2023-04-16,2023,4,16,6,21,True
2023-04-16,2023,4,16,6,22,True
2023-04-16,2023,4,16,6,23,True
2023-04-17,2023,4,17,0,0,False
2023-04-17,2023,4,17,0,1,False
2023-04-17,2023,4,17,0,2,False
2023-04-17,2023,4,17,0,3,False
2023-04-17,2023,4,17,0,4,False
2023-04-17,2023,4,17,0,5,False
2023-04-17,2023,4,17,0,6,False
2023-04-17,2023,4,17,0,7,False
2023-04-17,2023,4,17,0,8,False
2023-04-17,2023,4,17,0,9,False
2023-04-17,2023,4,17,0,10,False
2023-04-17,2023,4,17,0,11,False
2023-04-17,2023,4,17,0,12,False
2023-04-17,2023,4,17,0,13,False
2023-04-17,2023,4,17,0,14,False
2023-04-17,2023,4,17,0,15,False
2023-04-17,2023,4,17,0,16,False
2023-04-17,2023,4,17,0,17,False
2023-04-17,2023,4,17,0,18,False
2023-04-17,2023,4,17,0,19,False
2023-04-17,2023,4,17,0,20,False
2023-04-17,2023,4,17,0,21,False
2023-04-17,2023,4,17,0,22,False
2023-04-17,2023,4,17,0,23,False
2023-04-18,2023,4,18,1,0,False
2023-04-18,2023,4,18,1,1,False
2023-04-18,2023,4,18,1,2,False
2023-04-18,2023,4,18,1,3,False
2023-04-18,2023,4,18,1,4,False
2023-04-18,2023,4,18,1,5,False
2023-04-18,2023,4,18,1,6,False
2023-04-18,2023,4,18,1,7,False
2023-04-18,2023,4,18,1,8,False
2023-04-18,2023,4,18,1,9,False
2023-04-18,2023,4,18,1,10,False
2023-04-18,2023,4,18,1,11,False
2023-04-18,2023,4,18,1,12,False
2023-04-18,2023,4,18,1,13,False
2023-04-18,2023,4,18,1,14,False
2023-04-18,2023,4,18,1,15,False
2023-04-18,2023,4,18,1,16,False
2023-04-18,2023,4,18,1,17,False
2023-04-18,2023,4,18,1,18,False
2023-04-18,2023,4,18,1,19,False
2023-04-18,2023,4,18,1,20,False
2023-04-18,2023,4,18,1,21,False
2023-04-18,2023,4,18,1,22,False
2023-04-18,2023,4,18,1,23,False
2023-04-19,2023,4,19,2,0,False
2023-04-19,2023,4,19,2,1,False
2023-04-19,2023,4,19,2,2,False
2023-04-19,2023,4,19,2,3,False
2023-04-19,2023,4,19,2,4,False
2023-04-19,2023,4,19,2,5,False
2023-04-19,2023,4,19,2,6,False
2023-04-19,2023,4,19,2,7,False
2023-04-19,2023,4,19,2,8,False
2023-04-19,2023,4,19,2,9,False
2023-04-19,2023,4,19,2,10,False
2023-04-19,2023,4,19,2,11,False
2023-04-19,2023,4,19,2,12,False
2023-04-19,2023,4,19,2,13,False
2023-04-19,2023,4,19,2,14,False
2023-04-19,2023,4,19,2,15,False
2023-04-19,2023,4,19,2,16,False
2023-04-19,2023,4,19,2,17,False
2023-04-19,2023,4,19,2,18,False
2023-04-19,2023,4,19,2,19,False
2023-04-19,2023,4,19,2,20,False
2023-04-19,2023,4,19,2,21,False
2023-04-19,2023,4,19,2,22,False
2023-04-19,2023,4,19,2,23,False
2023-04-20,2023,4,20,3,0,False
2023-04-20,2023,4,20,3,1,False
2023-04-20,2023,4,20,3,2,False
2023-04-20,2023,4,20,3,3,False
2023-04-20,2023,4,20,3,4,False
2023-04-20,2023,4,20,3,5,False
2023-04-20,2023,4,20,3,6,False
2023-04-20,2023,4,20,3,7,False
2023-04-20,2023,4,20,3,8,False
2023-04-20,2023,4,20,3,9,False
2023-04-20,2023,4,20,3,10,False
2023-04-20,2023,4,20,3,11,False
2023-04-20,2023,4,20,3,12,False
2023-04-20,2023,4,20,3,13,False
2023-04-20,2023,4,20,3,14,False
2023-04-20,2023,4,20,3,15,False
2023-04-20,2023,4,20,3,16,False
2023-04-20,2023,4,20,3,17,False
2023-04-20,2023,4,20,3,18,False
2023-04-20,2023,4,20,3,19,False
2023-04-20,2023,4,20,3,20,False
2023-04-20,2023,4,20,3,21,False
2023-04-20,2023,4,20,3,22,False
2023-04-20,2023,4,20,3,23,False
2023-04-21,2023,4,21,4,0,False
2023-04-21,2023,4,21,4,1,False
2023-04-21,2023,4,21,4,2,False
2023-04-21,2023,4,21,4,3,False
2023-04-21,2023,4,21,4,4,False
2023-04-21,2023,4,21,4,5,False
2023-04-21,2023,4,21,4,6,False
2023-04-21,2023,4,21,4,7,False
2023-04-21,2023,4,21,4,8,False
2023-04-21,2023,4,21,4,9,False
2023-04-21,2023,4,21,4,10,False
2023-04-21,2023,4,21,4,11,False
2023-04-21,2023,4,21,4,12,False
2023-04-21,2023,4,21,4,13,False
2023-04-21,2023,4,21,4,14,False
2023-04-21,2023,4,21,4,15,False
2023-04-21,2023,4,21,4,16,False
2023-04-21,2023,4,21,4,17,False
2023-04-21,2023,4,21,4,18,False
2023-04-21,2023,4,21,4,19,False
2023-04-21,2023,4,21,4,20,False
2023-04-21,2023,4,21,4,21,False
2023-04-21,2023,4,21,4,22,False
2023-04-21,2023,4,21,4,23,False
2023-04-22,2023,4,22,5,0,True
2023-04-22,2023,4,22,5,1,True
2023-04-22,2023,4,22,5,2,True
2023-04-22,2023,4,22,5,3,True
2023-04-22,2023,4,22,5,4,True
2023-04-22,2023,4,22,5,5,True
2023-04-22,2023,4,22,5,6,True
2023-04-22,2023,4,22,5,7,True
2023-04-22,2023,4,22,5,8,True
2023-04-22,2023,4,22,5,9,True
2023-04-22,2023,4,22,5,10,True
2023-04-22,2023,4,22,5,11,True
2023-04-22,2023,4,22,5,12,True
2023-04-22,2023,4,22,5,13,True
2023-04-22,2023,4,22,5,14,True
2023-04-22,2023,4,22,5,15,True
2023-04-22,2023,4,22,5,16,True
2023-04-22,2023,4,22,5,17,True
2023-04-22,2023,4,22,5,18,True
2023-04-22,2023,4,22,5,19,True
2023-04-22,2023,4,22,5,20,True
2023-04-22,2023,4,22,5,21,True
2023-04-22,2023,4,22,5,22,True
2023-04-22,2023,4,22,5,23,True
2023-04-23,2023,4,23,6,0,True
2023-04-23,2023,4,23,6,1,True
